Unit,Country,Province
浙江省医学科学院,中国,浙江
浙江科技学院,中国,浙江
浙江财经大学,中国,浙江
浙江财经学院,中国,浙江
浙江音乐学院,中国,浙江
温州医科大学,中国,浙江
温州大学,中国,浙江
湖州师范学院,中国,浙江
绍兴文理学院,中国,浙江
自然资源部第二海洋研究所,中国,浙江
海南医学院,中国,海南
海南大学,中国,海南
海南师范大学,中国,海南
海南热带海洋学院,中国,海南
中国人民解放军海军工程大学,中国,湖北
中国人民解放军国防科技大学信息通信学院,中国,湖北
中国人民解放军空军预警学院,中国,湖北
中国科学院武汉岩土力学研究所,中国,湖北
中国科学院测量与地球物理研究所,中国,湖北
三峡大学,中国,湖北
中共湖北省委党校,中国,湖北
中南民族大学,中国,湖北
中南财经政法大学,中国,湖北
中国地质大学(武汉),中国,湖北
中国地震局地震研究所,中国,湖北
中国科学院武汉物理与数学研究所,中国,湖北
中国航天科技集团公司第四研究院第四十二所,中国,湖北
中国航空研究院610所,中国,湖北
中国舰船研究设计中心(701所),中国,湖北
中钢集团武汉安全环保研究院,中国,湖北
华中光电技术研究所,中国,湖北
华中农业大学,中国,湖北
华中师范大学,中国,湖北
华中科技大学,中国,湖北
国防信息学院,中国,湖北
武汉体育学院,中国,湖北
武汉大学,中国,湖北
武汉岩土力学研究所,中国,湖北
武汉工业学院,中国,湖北
武汉工程大学,中国,湖北
武汉数字工程研究所,中国,湖北
武汉材料保护研究所,中国,湖北
武汉理工大学,中国,湖北
武汉生物制品研究所,中国,湖北
武汉科技大学,中国,湖北
武汉科技学院,中国,湖北
武汉第二船舶设计研究所,中国,湖北
武汉纺织大学,中国,湖北
武汉船用电力推进装置研究所,中国,湖北
武汉船舶通信研究所,中国,湖北
武汉轻工大学,中国,湖北
武汉邮电科学研究院,中国,湖北
武汉音乐学院,中国,湖北
江汉大学,中国,湖北
测量与地球物理研究所,中国,湖北
海军工程大学,中国,湖北
湖北中医药大学,中国,湖北
湖北医药学院,中国,湖北
湖北大学,中国,湖北
湖北大学数计学院,中国,湖北
湖北工业大学,中国,湖北
湖北师范大学,中国,湖北
湖北师范学院,中国,湖北
湖北文理学院,中国,湖北
湖北民族大学,中国,湖北
湖北民族学院,中国,湖北
湖北汽车工业学院,中国,湖北
湖北省社会科学院,中国,湖北
湖北科技学院,中国,湖北
湖北经济学院,中国,湖北
湖北美术学院,中国,湖北
火箭军指挥学院,中国,湖北
空军预警学院,中国,湖北
通信指挥学院,中国,湖北
长江大学,中国,湖北
长江科学院,中国,湖北
黄冈师范学院,中国,湖北
中国人民解放军国防科技大学,中国,湖南
中共湖南省委党校,中国,湖南
中南大学,中国,湖南
中南林业科技大学,中国,湖南
中国航发湖南动力机械研究所,中国,湖南
南华大学,中国,湖南
吉首大学,中国,湖南
国防科学技术大学,中国,湖南
国防科技大学,中国,湖南
湖南中医药大学,中国,湖南
湖南人文科技学院,中国,湖南
湖南农业大学,中国,湖南
湖南商学院,中国,湖南
湖南大学,中国,湖南
湖南工业大学,中国,湖南
湖南工商大学,中国,湖南
湖南工程学院,中国,湖南
湖南师范大学,中国,湖南
湖南理工学院,中国,湖南
湖南科技大学,中国,湖南
湘潭大学,中国,湖南
衡阳师范学院,中国,湖南
解放军通信指挥学院,中国,湖南
邵阳学院,中国,湖南
长沙理工大学,中国,湖南
长沙矿冶研究院,中国,湖南
长沙矿山研究院,中国,湖南
澳门城市大学,中国,澳门
澳门大学,中国,澳门
澳门科技大学,中国,澳门
中国科学院近代物理研究所,中国,甘肃
中国地震局兰州地震研究所,中国,甘肃
中国空间技术研究院510所,中国,甘肃
中科院近代物理研究所,中国,甘肃
兰州交通大学,中国,甘肃
兰州城市学院,中国,甘肃
兰州大学,中国,甘肃
兰州理工大学,中国,甘肃
兰州生物制品研究所,中国,甘肃
兰州财经大学,中国,甘肃
天华化工机械及自动化研究设计院,中国,甘肃
天水师范学院,中国,甘肃
甘肃中医药大学,中国,甘肃
甘肃农业大学,中国,甘肃
甘肃政法大学,中国,甘肃
西北师范大学,中国,甘肃
西北民族大学,中国,甘肃
福州大学阳光学院,中国,福州
中国科学院福建物质结构研究所,中国,福建
华侨大学,中国,福建
厦门国家会计学院,中国,福建
厦门大学,中国,福建
厦门理工学院,中国,福建
泉州师范学院,中国,福建
漳州师范学院,中国,福建
福州大学,中国,福建
福建中医药大学,中国,福建
福建农林大学,中国,福建
福建医科大学,中国,福建
福建工程学院,中国,福建
福建师范大学,中国,福建
自然资源部第三海洋研究所,中国,福建
闽南师范大学,中国,福建
闽江学院,中国,福建
集美大学,中国,福建
西藏农牧学院,中国,西藏
西藏大学,中国,西藏
西藏民族大学,中国,西藏
西藏藏医学院,中国,西藏
西藏藏医药大学,中国,西藏
中国航天科工集团公司061基地,中国,贵州
中国航天科工集团061基地,中国,贵州
中国航天科工集团公司第十研究院,中国,贵州
中国航天科工集团第十研究院,中国,贵州
贵州中医药大学,中国,贵州
贵州医科大学,中国,贵州
贵州大学,中国,贵州
贵州师范大学,中国,贵州
贵州民族大学,中国,贵州
贵州民族学院,中国,贵州
贵州财经大学,中国,贵州
贵州财经学院,中国,贵州
贵阳学院,中国,贵州
遵义医科大学,中国,贵州
遵义师范学院,中国,贵州
黔南民族师范学院,中国,贵州
安顺学院,中国,贵州
贵阳信息科技学院,中国,贵州
贵州师范学院,中国,贵州
中国科学院大连化学物理研究所,中国,辽宁
中国科学院金属研究所,中国,辽宁
中国人民解放军海军大连舰艇学院,中国,辽宁
东北大学,中国,辽宁
东北财经大学,中国,辽宁
中共辽宁省委党校,中国,辽宁
中国刑事警察学院,中国,辽宁
中国医科大学,中国,辽宁
中国科学院沈阳自动化研究所,中国,辽宁
中国科学院沈阳计算技术研究所,中国,辽宁
中国航空研究院601所,中国,辽宁
中国航空研究院606研究所,中国,辽宁
中国航空研究院626所,中国,辽宁
中科院大连化学物理研究所,中国,辽宁
中科院沈阳自动化研究所,中国,辽宁
中科院沈阳计算技术研究所,中国,辽宁
中科院金属研究所,中国,辽宁
大连交通大学,中国,辽宁
大连医科大学,中国,辽宁
大连外国语大学,中国,辽宁
大连大学,中国,辽宁
大连工业大学,中国,辽宁
大连民族大学,中国,辽宁
大连民族学院,中国,辽宁
大连测控技术研究所,中国,辽宁
大连海事大学,中国,辽宁
大连海洋大学,中国,辽宁
大连理工大学,中国,辽宁
沈阳体育学院,中国,辽宁
沈阳农业大学,中国,辽宁
沈阳化工大学,中国,辽宁
沈阳化工研究院,中国,辽宁
沈阳医学院,中国,辽宁
沈阳城市学院,中国,辽宁
沈阳大学,中国,辽宁
沈阳工业大学,中国,辽宁
沈阳工程学院,中国,辽宁
沈阳师范大学,中国,辽宁
沈阳建筑大学,中国,辽宁
沈阳理工大学,中国,辽宁
沈阳航空航天大学,中国,辽宁
沈阳药科大学,中国,辽宁
沈阳铸造研究所,中国,辽宁
沈阳音乐学院,中国,辽宁
海军大连舰艇学院,中国,辽宁
渤海大学,中国,辽宁
辽宁中医药大学,中国,辽宁
辽宁大学,中国,辽宁
辽宁工业大学,中国,辽宁
辽宁工程技术大学,中国,辽宁
辽宁师范大学,中国,辽宁
辽宁石油化工大学,中国,辽宁
辽宁科技大学,中国,辽宁
锦州医科大学,中国,辽宁
长春师范学院,中国,辽宁
鞍山师范学院,中国,辽宁
鲁迅美术学院,中国,辽宁
中国人民解放军陆军勤务学院,中国,重庆
中国人民解放军陆军军医大学,中国,重庆
中共重庆市委党校,中国,重庆
中国人民解放军军事经济学院,中国,重庆
四川外国语大学,中国,重庆
四川美术学院,中国,重庆
煤炭科学研究总院重庆研究院,中国,重庆
第三军医大学,中国,重庆
西南大学,中国,重庆
西南政法大学,中国,重庆
重庆三峡学院,中国,重庆
重庆交通大学,中国,重庆
重庆医科大学,中国,重庆
重庆地质灾害防治工程技术研究中心,中国,重庆
重庆大学,中国,重庆
重庆工商大学,中国,重庆
重庆市地质灾害防治工程技术研究中心,中国,重庆
重庆师范大学,中国,重庆
重庆理工大学,中国,重庆
重庆科技学院,中国,重庆
重庆通信学院,中国,重庆
重庆邮电大学,中国,重庆
陆军军医大学,中国,重庆
陆军勤务学院,中国,重庆
煤炭科学研究总院(重庆分院),中国,重庆
西北大学现代学院,中国,陕西
中国人民解放军火箭军工程大学,中国,陕西
中国人民解放军空军工程大学,中国,陕西
中国人民解放军国防科技大学西安通信学院,中国,陕西
中国人民武装警察部队工程大学,中国,陕西
中国科学院西安光学精密机械研究所,中国,陕西
中国科学院国家授时中心,中国,陕西
中国人民解放军空军军医大学,中国,陕西
中共陕西省委党校,中国,陕西
中国航天科技集团公司第五研究院西安分院,中国,陕西
中国航天科技集团公司第六研究院(11所),中国,陕西
中国航天科技集团公司第六研究院(北京11所),中国,陕西
中国航天科技集团有限公司第六研究院第十一所,中国,陕西
中国航天科技集团有限公司第六研究院第十一研究所,中国,陕西
中国航空研究院603所,中国,陕西
中国航空研究院618所,中国,陕西
中国航空研究院623所,中国,陕西
中国航空研究院631所,中国,陕西
中国飞行试验研究院,中国,陕西
国家授时中心,中国,陕西
宝鸡文理学院,中国,陕西
延安大学,中国,陕西
榆林学院,中国,陕西
武警工程大学,中国,陕西
武警工程学院,中国,陕西
火箭军工程大学,中国,陕西
电信科学技术第四研究所(西安),中国,陕西
空军军医大学,中国,陕西
空军工程大学,中国,陕西
第二炮兵工程大学,中国,陕西
第二炮兵工程学院,中国,陕西
第四军医大学,中国,陕西
航天动力技术研究院,中国,陕西
西京学院,中国,陕西
西北农林科技大学,中国,陕西
西北大学,中国,陕西
西北工业大学,中国,陕西
西北政法大学,中国,陕西
西北机电工程研究所(202所),中国,陕西
西北核技术研究所,中国,陕西
西安交通大学,中国,陕西
西安体育学院,中国,陕西
西安光学精密机械研究所,中国,陕西
西安医学院,中国,陕西
西安外国语大学,中国,陕西
西安工业大学,中国,陕西
西安工程大学,中国,陕西
西安应用光学研究所(205所),中国,陕西
西安建筑科技大学,中国,陕西
西安微电子技术研究所(航天771所),中国,陕西
西安微电子技术研究所（航天771所）,中国,陕西
西安机电信息技术研究所(212所),中国,陕西
西安热工研究院有限公司,中国,陕西
西安现代控制技术研究所,中国,陕西
西安理工大学,中国,陕西
西安电子工程研究所（206所）,中国,陕西
西安电子科技大学,中国,陕西
西安石油大学,中国,陕西
西安科技大学,中国,陕西
西安第二炮兵工程学院,中国,陕西
西安精密机械研究所,中国,陕西
西安美术学院,中国,陕西
西安航天科技工业总公司16所,中国,陕西
西安财经大学,中国,陕西
西安财经学院,中国,陕西
西安近代化学研究所(204所),中国,陕西
西安通信学院,中国,陕西
西安邮电大学,中国,陕西
西安音乐学院,中国,陕西
解放军第二炮兵工程大学,中国,陕西
解放军西安通信学院,中国,陕西
长安大学,中国,陕西
陕西中医药大学,中国,陕西
陕西师范大学,中国,陕西
陕西应用物理化学研究所,中国,陕西
陕西理工大学,中国,陕西
陕西理工学院,中国,陕西
陕西科技大学,中国,陕西
中国科学院青海盐湖研究所,中国,青海
青海大学,中国,青海
青海师范大学,中国,青海
青海民族大学,中国,青海
香港理工大学,中国,香港
香港中文大学,中国,香港
香港城市大学,中国,香港
香港大学,中国,香港
香港科技大学,中国,香港
东北农业大学,中国,黑龙江
东北林业大学,中国,黑龙江
东北石油大学,中国,黑龙江
中共黑龙江省委党校,中国,黑龙江
中国地震局工程力学研究所,中国,黑龙江
中国航空工业空气动力研究院,中国,黑龙江
佳木斯大学,中国,黑龙江
哈尔滨体育学院,中国,黑龙江
哈尔滨医科大学,中国,黑龙江
哈尔滨商业大学,中国,黑龙江
哈尔滨工业大学,中国,黑龙江
哈尔滨工业大学(深圳),中国,黑龙江
哈尔滨工程大学,中国,黑龙江
哈尔滨师范大学,中国,黑龙江
哈尔滨理工大学,中国,黑龙江
哈尔滨船舶锅炉涡轮机研究所,中国,黑龙江
哈尔滨音乐学院,中国,黑龙江
大庆石油学院,中国,黑龙江
机械科学研究总院哈尔滨焊接研究所,中国,黑龙江
牡丹江医学院,中国,黑龙江
牡丹江师范学院,中国,黑龙江
空军哈尔滨飞行学院,中国,黑龙江
黑龙江东方学院,中国,黑龙江
黑龙江中医药大学,中国,黑龙江
黑龙江八一农垦大学,中国,黑龙江
黑龙江大学,中国,黑龙江
黑龙江省中医药科学院,中国,黑龙江
黑龙江省社会科学院,中国,黑龙江
黑龙江省科学院,中国,黑龙江
黑龙江科技大学,中国,黑龙江
黑龙江科技学院,中国,黑龙江
齐齐哈尔医学院,中国,黑龙江
齐齐哈尔大学,中国,黑龙江
机械科学研究院哈尔滨焊接研究所,中国,黑龙江
