affiliation,country,province
中共黑龙江省委党校,中国,黑龙江省
中共上海市委党校,中国,上海市
中共江苏省委党校,中国,江苏省
中共浙江省委党校,中国,浙江省
中共山东省委党校(山东行政学院）,中国,山东省
中共湖北省委党校,中国,湖北省
中共湖南省委党校,中国,湖南省
中共广东省委党校,中国,广东省
中共重庆市委党校,中国,重庆市
中共四川省委党校,中国,四川省
中共陕西省委党校,中国,陕西省
国防大学,中国,北京市
陆军指挥学院,中国,江苏省
陆军步兵学院,中国,江西省
陆军装甲兵学院,中国,北京市
陆军炮兵防空兵学院,中国,安徽省
陆军航空兵学院,中国,北京市
陆军特种作战学院,中国,广西壮族自治区
陆军防化学院,中国,北京市
陆军军医大学,中国,重庆市
陆军军事交通学院,中国,天津市
陆军勤务学院,中国,重庆市
海军指挥学院,中国,江苏省
海军潜艇学院,中国,山东省
海军航空大学,中国,山东省
海军军医大学,中国,上海市
海军勤务学院,中国,天津市
空军指挥学院,中国,北京市
空军军医大学,中国,陕西省
火箭军指挥学院,中国,湖北省
航天工程大学,中国,北京市
信息工程大学,中国,河南省
武警指挥学院,中国,天津市
解放军医学院,中国,北京市
西北核技术研究所,中国,陕西省
中国航天科工集团公司第三研究院,中国,北京市
中国科学院大学软件研究所,中国,北京市
中国科学院上海微系统与信息技术研究所,中国,上海市
中国科学院南京天文光学技术研究所,中国,江苏省
中国科学院声学所东海研究站,中国,上海市
电子科学研究院,中国,北京市
中国科学院地质与地球物理研究所,中国,北京市
华东计算技术研究所,中国,上海市
广东技术师范学院,中国,广东省
中国科学院计算技术研究所,中国,北京市
中国科学院沈阳计算技术研究所,中国,辽宁省
中国航天科工集团公司第十研究院,中国,贵州省
中国航天科技集团有限公司第八研究院,中国,上海市
淮海工学院,中国,江苏省
中国空间技术研究院,中国,北京市
中国科学院微电子研究所,中国,北京市
中国科学院国家空间科学中心,中国,北京市
中国科学院理论物理研究所,中国,北京市
凯斯西储大学,美国,国外
中国科学院力学研究所,中国,北京市
南加州大学,美国,国外
中国科学院光电研究院,中国,北京市
中国科学院工程热物理研究所,中国,北京市
美国华盛顿大学,美国,国外
诺丁汉大学,英国,国外
中国科学院空间应用工程与技术中心,中国,北京市
匹兹堡大学,美国,国外
中国科学院福建物质结构研究所,中国,福建省
波士顿大学,美国,国外
中国商飞上海飞机设计研究院,中国,上海市
中国空气动力研究与发展中心,中国,四川省
空军哈尔滨飞行学院,中国,黑龙江省
国家海洋局第一海洋研究所,中国,山东省
新加坡国立大学,新加坡,国外
英国格拉斯哥大学,英国,国外
中国科学院南海海洋研究所,中国,广东省
美国康奈尔大学,美国,国外
中国科学院大气物理研究所,中国,北京市
香港大学,中国,香港特别行政区
中国科学院地理科学与资源研究所,中国,北京市
中国科学院渗流流体力学研究所,中国,河北省
密歇根大学,美国,国外
沈阳城市学院,中国,辽宁省
台湾大学,中国,台湾省
遵义师范学院,中国,贵州省
霍特国际商学院,美国,国外
达姆施塔特工业大学,德国,国外
元智大学,中国,台湾省
中国地质大学长城学院,中国,河北省
东京大学,日本,国外
兰州城市学院,中国,甘肃省
曼彻斯特大学,英国,国外
美国亚利桑那州立大学,美国,国外
杭州电子科技大学信息工程学院,中国,浙江省
海军航空工程学院(青岛),中国,山东省
中国人民解放军炮兵学院(南京),中国,江苏省
河海大学(常州),中国,江苏省
中国矿业大学(徐州),中国,江苏省
哈尔滨工业大学(深圳),中国,黑龙江省
山东大学(威海),中国,山东省
空军勤务学院(徐州),中国,江苏省
中国舰船研究院(上海船舶设备研究所),中国,上海市
中国航空研究院613所,中国,河南省
中国人民解放军军事交通学院,中国,天津市
中国航空研究院602所,中国,江西省
中国航空研究院609所,中国,江苏省
香港中文大学(深圳),中国,广东省
中国人民解放军军械工程学院,中国,河北省
西安微电子技术研究所(航天771所),中国,陕西省
中科院声学研究所东海研究站,中国,上海市
东北大学(秦皇岛),中国,河北省
中国航天科工集团公司第二研究院(710所),中国,北京市
机械科学研究院(上海材料研究所),中国,上海市
电信科学技术研究院(第一研究所),中国,上海市
中国兵器科学研究院(中国北方车辆研究所),中国,北京市
哈尔滨工业大学(威海校区),中国,山东省
中国科学院半导体研究所,中国,北京市
中国航天科工集团公司第三研究院(第三总体设计部),中国,北京市
中国航天科工集团公司第二研究院(25所),中国,北京市
中国航天科技集团公司第六研究院(11所),中国,陕西省
机械科学研究院(北京机电研究所),中国,北京市
中国航天科技集团公司第一研究院(12所),中国,北京市
中国航天科工集团公司第二研究院(23所),中国,北京市
中国航天科工集团公司第二研究院(206所),中国,北京市
中国航天科工集团公司第二研究院(706所),中国,北京市
中国航天科工集团公司第三研究院(8358所),中国,天津市
中国航天科技集团公司航天时代电子公司(704所),中国,北京市
中国航天科工集团公司第三研究院(35所),中国,北京市
中国航天科技集团公司第二研究院(第二总体设计部),中国,北京市
煤炭科学研究总院(上海),中国,上海市
重庆地质灾害防治工程技术研究中心,中国,重庆市
中国航天科技集团有限公司第六研究院第十一所,中国,陕西省
中国航天科工集团公司第二研究院(17所),中国,北京市
中国航天科技集团公司航天时代电子公司(13所),中国,北京市
中国航天科技集团公司第五研究院(511 所),中国,北京市
中国航天科技集团公司第一研究院(14所),中国,北京市
中国航天科技集团公司第一研究院(703所),中国,北京市
中国航天科技集团公司第一研究院(18所),中国,北京市
中国航天科技集团公司第六研究院(北京11所),中国,陕西省
西北大学(美国),美国,国外
中国航天科技集团公司第一研究院(15所),中国,北京市
中国航天科工集团公司第三研究院(33所),中国,北京市
